2010	06	11	FR	UY	0	0	WC	ZA	-1	1860	1845	0	0	12	14
2010	06	11	ZA	MX	1	1	WC		16	1612	1885	+7	−2	54	10
2010	06	12	AR	NG	1	0	WC	ZA	14	1935	1701	0	+1	7	37
2010	06	12	EN	US	1	1	WC	ZA	-17	1985	1803	0	+1	4	19
2010	06	12	KR	GR	2	0	WC	ZA	41	1807	1695	+7	−8	17	40
2010	06	13	DE	AU	4	0	WC	ZA	29	1986	1747	+1	−6	4	29
2010	06	13	GH	RS	1	0	WC	ZA	42	1735	1799	+9	−6	32	21
2010	06	13	SI	DZ	1	0	WC	ZA	18	1703	1526	+5	−4	38	83
2010	06	14	IT	PY	1	1	WC	ZA	-14	1923	1779	−1	+2	7	22
2010	06	14	JP	CM	1	0	WC	ZA	31	1712	1665	+6	−7	38	48
2010	06	14	NL	DK	2	0	WC	ZA	16	2059	1763	0	−2	3	24
2010	06	15	BR	KP	2	1	WC	ZA	2	2112	1531	+1	−1	1	81
2010	06	15	CI	PT	0	0	WC	ZA	11	1752	1865	+5	0	26	11
2010	06	15	NZ	SK	1	1	WC	ZA	12	1541	1659	+3	−2	79	48
2010	06	16	CL	HN	1	0	WC	ZA	16	1902	1700	+1	−4	8	40
2010	06	16	ZA	UY	0	3	WC		-33	1579	1878	−12	+3	66	11
2010	06	16	CH	ES	1	0	WC	ZA	53	1814	2059	+9	−1	16	2
2010	06	17	AR	KR	4	1	WC	ZA	34	1969	1773	0	−7	6	24
2010	06	17	GR	NG	2	1	WC	ZA	31	1726	1670	+8	−7	34	46
2010	06	17	MX	FR	2	0	WC	ZA	42	1927	1818	+3	−2	7	15
2010	06	18	DZ	EN	0	0	WC	ZA	26	1552	1959	+4	0	79	5
2010	06	18	RS	DE	1	0	WC	ZA	45	1844	1941	+7	−2	14	6
2010	06	18	SI	US	2	2	WC	ZA	8	1711	1795	0	−3	39	21
2010	06	19	AU	GH	1	1	WC	ZA	-1	1746	1736	0	0	30	32
2010	06	19	DK	CM	2	1	WC	ZA	22	1785	1643	+3	−2	22	49
2010	06	19	NL	JP	1	0	WC	ZA	7	2066	1705	0	−1	2	39
2010	06	20	BR	CI	3	1	WC	ZA	10	2122	1742	0	−5	1	31
2010	06	20	IT	NZ	1	1	WC	ZA	-24	1899	1565	−1	+9	9	71
2010	06	20	PY	SK	2	0	WC	ZA	30	1809	1629	+5	−5	18	52
2010	06	21	CL	CH	1	0	WC	ZA	23	1925	1791	0	−5	8	22
2010	06	21	PT	KP	7	0	WC	ZA	17	1882	1514	+1	−4	11	86
2010	06	21	ES	HN	2	0	WC	ZA	10	2069	1690	+1	−1	2	41
2010	06	22	AR	GR	2	0	WC	ZA	18	1987	1708	0	−4	4	38
2010	06	22	NG	KR	2	2	WC	ZA	9	1679	1764	+2	0	44	25
2010	06	22	ZA	FR	2	1	WC		41	1620	1777	+12	−7	54	23
2010	06	22	UY	MX	1	0	WC	ZA	34	1912	1893	+4	−4	8	11
2010	06	23	AU	RS	2	1	WC	ZA	38	1784	1806	+6	−4	23	18
2010	06	23	EN	SI	1	0	WC	ZA	12	1971	1699	0	−2	5	39
2010	06	23	DE	GH	1	0	WC	ZA	14	1955	1722	0	−2	6	34
2010	06	23	US	DZ	1	0	WC	ZA	12	1807	1540	+4	0	16	80
2010	06	24	JP	DK	3	1	WC	ZA	55	1760	1730	+12	−10	26	32
2010	06	24	NL	CM	2	1	WC	ZA	5	2071	1638	+1	−3	2	51
2010	06	24	NZ	PY	0	0	WC	ZA	18	1583	1791	+4	−5	67	20
2010	06	24	SK	IT	3	2	WC	ZA	50	1679	1849	+8	−3	44	12
2010	06	25	BR	PT	0	0	WC	ZA	-18	2104	1900	0	+2	1	9
2010	06	25	HN	CH	0	0	WC	ZA	8	1698	1783	+1	−2	40	22
2010	06	25	CI	KP	3	0	WC	ZA	22	1764	1492	+6	−3	25	89
2010	06	25	ES	CL	2	1	WC	ZA	18	2087	1907	+1	−1	2	8
2010	06	26	GH	US	2	1	WC	ZA	37	1759	1770	+8	−9	27	24
2010	06	26	UY	KR	2	1	WC	ZA	18	1930	1746	0	−6	7	31
2010	06	27	AR	MX	3	1	WC	ZA	33	2020	1860	0	0	4	11
2010	06	27	DE	EN	4	1	WC	ZA	55	2010	1916	+1	−2	5	7
2010	06	28	BR	CL	3	0	WC	ZA	26	2130	1881	0	−2	1	10
2010	06	28	NL	SK	2	1	WC	ZA	6	2077	1673	0	−2	3	46
2010	06	29	JP	PY	0	0	WC	ZA	3	1763	1788	0	0	26	19
2010	06	29	ES	PT	1	0	WC	ZA	15	2102	1885	0	−1	2	9
2010	07	02	GH	UY	1	1	WC	ZA	14	1773	1916	+3	0	24	6
2010	07	02	NL	BR	2	1	WC	ZA	35	2112	2095	+2	−2	1	3
2010	07	03	DE	AR	4	0	WC	ZA	58	2068	1962	+1	−1	4	5
2010	07	03	ES	PY	1	0	WC	ZA	8	2110	1780	0	−2	2	21
2010	07	06	NL	UY	3	2	WC	ZA	15	2127	1901	0	−1	1	7
2010	07	07	ES	DE	1	0	WC	ZA	26	2136	2042	+1	0	1	4
2010	07	10	DE	UY	3	2	WC	ZA	18	2060	1883	0	−2	4	9
2010	07	11	ES	NL	1	0	WC	ZA	29	2165	2098	0	0	1	2
