1	20	UY	1805	1	2107	13	1873	44	1635	−6	−25	−9	−57	−5	−35	−2	−11	+1	−9	+8	+56	809	279	344	186	346	266	197	1276	1037
2	44	CR	1685	9	1863	34	1691	73	1494	−16	−72	−14	−58	+4	+28	+8	+36	+2	+28	+9	+70	543	192	185	166	264	159	120	1053	630
3	52	BH	1640	51	1640	115	1306	151	1084	+6	+33	+8	+45	+21	+94	+45	+194	+16	+78	+69	+313	389	115	104	170	129	161	99	472	545
4	86	NZ	1493	31	1652	61	1498	100	1349	+5	+19	−4	−19	−23	−91	−1	−1	−9	−32	−10	−16	323	111	143	69	135	134	54	597	515
