1	25	JP	1783	8	1896	68	1422	114	1214	0	+11	−5	−35	−8	−38	−12	−84	+20	+110	+18	+136	473	163	121	189	199	175	99	799	634
2	36	IR	1718	21	1773	43	1624	75	1461	0	+13	+1	+6	+1	+9	−7	−34	+15	+62	+27	+151	373	123	95	155	198	90	85	706	316
3	45	SA	1665	30	1729	81	1457	128	1239	+2	+13	+3	+13	+6	+40	−10	−60	−10	−45	−11	−18	454	177	74	203	223	128	103	747	509
4	47	KR	1663	15	1843	37	1666	79	1446	−15	−82	−17	−91	−18	−108	−23	−133	−15	−52	−9	+4	718	210	179	329	401	145	172	1382	664
5	55	IQ	1619	24	1753	45	1629	70	1499	−2	−1	+2	+11	−1	0	+15	+86	+2	+21	−14	−32	410	94	118	198	219	82	109	768	342
6	60	CN	1589	21	1755	42	1613	93	1444	−6	−26	−5	−26	−5	−12	−25	−136	−19	−98	+13	+77	440	121	157	162	234	122	84	920	459
7	63	JO	1582	63	1582	128	1219	149	1093	+9	+55	+9	+55	+33	+139	+46	+195	+38	+157	+54	+242	225	74	72	79	69	102	54	241	325
8	70	KW	1541	28	1734	78	1473	137	1182	+12	+54	+11	+54	0	+21	−8	−31	−39	−178	+3	+29	431	143	91	197	200	129	102	743	464
9	72	UZ	1537	25	1772	57	1594	91	1435	+14	+69	+16	+69	+12	+63	+8	+39	0	+11	−32	−120	99	31	36	32	48	33	18	224	143
10	73	OM	1531	71	1531	157	1016	180	783	+24	+99	+25	+99	+26	+95	+37	+145	+44	+192	+91	+381	242	94	54	94	66	126	50	297	454
11	79	BH	1513	73	1521	122	1270	151	1084	+5	+31	+5	+31	−4	+13	−5	−8	+43	+186	+24	+111	269	63	65	141	81	123	65	289	398
12	83	QA	1494	52	1623	105	1332	160	964	−13	−41	−14	−41	−22	−84	−20	−76	−7	−11	+6	+21	321	124	72	125	127	110	84	440	395
13	93	AE	1444	41	1677	108	1320	162	982	+10	+28	+11	+28	+12	+28	−7	−26	−28	−109	−16	−61	339	140	71	128	127	125	87	453	449
14	95	TM	1442	69	1536	94	1444	115	1373	+5	+19	+7	+19	+7	+19	+5	+19	+15	+62	−19	−64	59	16	19	24	24	22	13	101	86
15	100	KP	1427	10	1844	47	1641	100	1425	−22	−67	−21	−67	−24	−72	−13	−42	−21	−61	−18	−70	214	28	67	119	97	58	59	354	220
16	102	TJ	1423	74	1503	97	1427	114	1372	−6	−13	−5	−13	−3	−13	−5	−13	−25	−74	+7	+45	34	8	12	14	11	15	8	61	59
17	111	TH	1390	67	1546	111	1292	140	1131	−17	−55	−18	−55	−14	−52	−16	−53	−5	−6	−7	−8	649	230	119	300	235	266	148	1016	1055
18	116	SY	1366	52	1560	91	1396	122	1261	−8	−41	−10	−41	−9	−43	−25	−89	−29	−99	−16	−57	301	85	89	127	108	124	69	436	398
19	120	LB	1359	72	1416	108	1296	152	1211	−1	0	+2	0	−1	−7	−13	−33	+9	+50	+19	+100	174	69	41	64	50	77	47	230	286
20	125	ID	1345	41	1599	90	1383	162	1096	−1	−5	0	−5	−2	−14	−9	−15	+1	+22	+34	+167	556	136	124	296	211	240	105	957	922
21	133	VN	1293	57	1512	114	1295	176	1092	+3	+16	+5	+16	+6	+33	+7	+33	+8	+54	+42	+201	310	67	60	183	126	130	54	574	517
22	139	MY	1266	60	1543	107	1325	162	1166	−5	−19	−5	−19	+2	+9	−3	−11	+16	+63	+1	+9	659	254	140	265	258	248	153	1105	957
23	148	PS	1232	58	1295	116	1236	151	1182	−4	−27	−5	−27	+2	0	−1	−14	−1	+4	−1	−5	81	4	26	51	13	48	20	94	171
24	154	HK	1204	57	1517	107	1324	165	1148	+6	+24	+2	+11	+3	+31	+6	+31	−5	−13	+3	+9	322	100	85	137	120	143	59	534	562
25	155	SG	1202	73	1374	125	1233	159	1082	−2	−6	−1	+7	−2	−20	−3	−18	−36	−132	−24	−91	496	188	83	225	146	252	98	663	954
26	159	YE	1172	116	1296	137	1217	163	1150	0	−11	−2	−11	−5	−40	−4	−37	−4	−31	−17	−75	100	13	28	59	26	59	15	125	253
27	164	IN	1156	30	1628	99	1360	180	1053	+8	+51	+6	+51	+2	+22	+3	+27	+8	+41	−1	+4	358	72	93	193	125	161	72	516	630
28	166	KG	1150	139	1237	154	1195	166	1132	0	0	−2	0	−7	−17	−5	−17	−24	−87	−13	−50	36	2	14	20	6	26	4	32	81
29	184	TW	1038	15	1765	120	1284	189	999	−1	0	−1	0	−1	+13	+3	+35	0	+10	+1	+18	184	26	59	99	52	102	30	253	432
30	186	BD	1025	150	1136	169	1027	193	929	−1	0	−2	0	0	+12	0	+12	+6	+57	−6	−35	157	27	36	94	43	84	30	154	310
31	192	LK	934	109	1027	165	936	204	800	−1	−11	−1	−11	+2	+28	+1	+31	+3	−12	+10	+74	144	27	42	75	24	99	21	123	432
